directorID,Director
5456,Richard Sale
5457,Alejandro Chomski
5458,Stephen Higgins
5459,Russell P. Marleau
5460,J.P. McGowan
5461,Jon Cassar
5462,Jon Fauer
5463,Tim Iacofano
5464,Lance Hendrickson
5465,Joe Ahearne
5466,Ralph Hemecker
5467,Kit Ryan
5468,Peter Ettinger
5469,Vicky Jenson
5470,Riccardo Donna
5471,Claudio Fragasso
5472,Don Hardy Jr.
5473,George LaVoo
5474,Vicente Amorim
5475,Cher
5476,Jon Else
5477,Shane Acker
5478,Susanna Nicchiarelli
5479,Gerald Thomas
5480,Ray McKinnon
5481,Colbert Clark
5482,Gareth Carrivick
5483,Arto Koskinen
5484,Fernando González Molina
5485,Julie Shaw
5486,Lauren Montgomery
5487,Geoffrey O'Connor
5488,Juanma Bajo Ulloa
5489,Juan Antonio Bardem
5490,Tony Mitchell
5491,Grant Heslov
5492,Chris Bouchard
5493,Matt Tyrnauer
5494,Hank Braxtan
5495,James Cruze
5496,Charles McDougall
5497,Cherien Dabis
5498,Phil Lord
5499,Jeffrey Bell
5500,Robert Kenner
5501,Aristomenis Tsirbas
5502,Brandon Camp
5503,Juan Martínez Moreno
5504,Adrián Caetano
5505,Oren Peli
5506,Hunter Hill
5507,Mark Hartley
5508,Jack Sher
5509,Brillante Mendoza
5510,Lance Hammer
5511,Guru Dutt
5512,Prabhudheva
5513,Louie Psihoyos
5514,Jamin Winans
5515,Wladyslaw Starewicz
5516,Tarik Saleh
5517,Neil Thompson
5518,Paul Solet
5519,Michael Dougherty
5520,Drew Barrymore
5521,Ricky Gervais
5522,Nati Baratz
5523,Benny Boom
5524,Ruben Fleischer
5525,Kevin Tancharoen
5526,Brett Simon
5527,Luke Ricci
5528,Stewart Hendler
5529,Carlos Cuarón
5530,Andrew Piddington
5531,Anders Østergaard
5532,Peter Billingsley
5533,Phil Traill
5534,Pablo Stoll
5535,Adrián Biniez
5536,Vsevolod Pudovkin
5537,Imtiaz Ali
5538,Marcel Sarmiento
5539,Javier Rebollo
5540,Scott Sublett
5541,Morten Lindberg
5542,Alexander Olch
5543,Glenn McQuaid
5544,Peeter Simm
5545,Ritwik Ghatak
5546,Marguerite Duras
5547,Rick Ernst
5548,Harold French
5549,Anat Baron
5550,Felix van Groeningen
5551,Scott Mann
5552,Mu Fei
5553,Octavio Getino
5554,Antonio Campos
5555,Gregory Connors
5556,Lev Kuleshov
5557,Mark Bussler
5558,John Borowski
5559,Pilar Miró
5560,Keven McAlester
5561,Heddy Honigmann
5562,Jon Wright
5563,Peter Ramsey
5564,Nabil Ayouch
5565,Marco Risi
5566,Feliks Falk
5567,Chris Landreth
5568,Christoph Lauenstein
5569,Kevin Greutert
5570,Marcus H. Rosenmüller
5571,William Witney
5572,Jeff Stilson
5573,Robert D. Siegel
5574,Kwang-Hyun Park
5575,Jeff Crook
5576,Carlo Verdone
5577,Robert Vince
5578,Carlos Ávila
5579,Bobby Garabedian
5580,Nelson Pereira dos Santos
5581,Jack Chambers
5582,Boris Barnet
5583,Humphrey Jennings
5584,Danièle Huillet
5585,Charles Swickard
5586,Sonia Anderson
5587,Irving Lerner
5588,Caleb Foss
5589,Nikolaus Geyrhalter
5590,Richard Wallace
5591,Neil Mandt
5592,Chester M. Franklin
5593,Peter Sohn
5594,Chris Stenner
5595,Lewis H. Moomaw
5596,Michael Sucsy
5597,Olatunde Osunsanmi
5598,Bob Misiorowski
5599,Oren Moverman
5600,Todd Kessler
5601,Philippe Martinez
5602,Issa López
5603,Caroline Zelder
5604,Robert Boris
5605,Daniel Monzón
5606,Ian Fitzgibbon
5607,Marty Feldman
5608,Souleymane Cissé
5609,Jacques Feyder
5610,Kamal Amrohi
5611,Roy Burdine
5612,David Soren
5613,Jörn Donner
5614,Ferenc Rófusz
5615,Georges Schwizgebel
5616,Christopher Denham
5617,Alex Rivera
5618,50 Cent
5619,Lee Davis
5620,Gitanjali Rao
5621,Aleksandr Medvedkin
5622,Joris Ivens
5623,Hollis Frampton
5624,Ken Jacobs
5625,Hans-Jürgen Syberberg
5626,Mario Peixoto
5627,Jorge Blanco
5628,Shaun Monson
5629,James Mottern
5630,Tom Ford
5631,Jeff King
5632,John Webster
5633,Lee Isaac Chung
5634,Thomas Whelan
5635,Curt Siodmak
5636,Mauritz Stiller
5637,Frédéric Forestier
5638,Jack Smith
5639,Alexander Kluge
5640,Mark Donskoy
5641,Pedro Costa
5642,Jean-Marie Straub
5643,Claude Autant-Lara
5644,Jaak Kilmi
5645,Norman McLaren
5646,J. Searle Dawley
5647,Peng-Yi Chang
5648,Ray Cioni
5649,Jose Pozo
5650,Álvaro Fernández Armero
5651,Zbigniew Rybczynski
5652,Rob Williams
5653,Regardt van den Bergh
5654,R. Balki
5655,Cetre Pegues
5656,Steven Sheil
5657,Hanna Sköld
5658,Emily Young
5659,Scott Cooper
5660,Pierre Richard
5661,Yevgeni Bauer
5662,James Westby
5663,Peter N. Alexander
5664,Jean-Marc Piché
5665,Jay Delaney
5666,Stephen Berra
5667,Helmut Käutner
5668,Noel M. Smith
5669,David Pastor
5670,Anil Mehta
5671,Klaus Lemke
5672,Basil Wright
5673,Willi Forst
5674,Oksana Bychkova
5675,Alexander E. Sokoloff
5676,Vlad Yudin
5677,David Auburn
5678,Danny Lerner
5679,Matthew Chapman
5680,Claudia Llosa
5681,Franny Armstrong
5682,Shimon Dotan
5683,Andrew Chiaramonte
5684,Hunter Weeks
5685,Dan Pita
5686,Daniel Alfredson
5687,Robert Culp
5688,Alberto Cavallone
5689,Joko Anwar
5690,James DeMonaco
5691,Anders Morgenthaler
5692,Marwan Hamed
5693,Giacomo Talamini
5694,Albert Serra
5695,Nurit Kedar
5696,Coke Sams
5697,Michael W. Watkins
5698,Lisandro Alonso
5699,Brian Hecker
5700,Christian Petzold
5701,João César Monteiro
5702,Akihiko Shiota
5703,Antonello Grimaldi
5704,Peter Brosens
5705,Mircea Veroiu
5706,Guillaume Ivernel
5707,Erica Dunton
5708,Kobi Shely
5709,Robert Baca
5710,Philippe Muyl
5711,Neil Hardwick
5712,Nahid Persson
5713,Natasha Arthy
5714,Sacha Guitry
5715,Hong-jin Na
5716,Randy Olson
5717,Katarzyna Roslaniec
5718,Vinko Moderndorfer
5719,Larry Roemer
5720,Sam Taylor-Johnson
5721,Ben Niles
5722,Oliver Hodge
5723,Mark A. Lewis
5724,Jukka Kärkkäinen
5725,Ben Ramsey
5726,Rajkumar Hirani
5727,Martin Asphaug
5728,Kunal Kohli
5729,Scott Stewart
5730,Sebastián Silva
5731,Noah Stern
5732,Horatiu Malaele
5733,Donatello Dubini
5734,Yuthlert Sippapak
5735,Dean O'Flaherty
5736,Bo Zenga
5737,Paul Wilmshurst
5738,Giovanni Pastrone
5739,Teruo Ishii
5740,Boris Acosta
5741,Michael Findlay
5742,Susan Buice
5743,Kari Väänänen
5744,Nikolai Müllerschön
5745,Mario Camus
5746,Kristopher Belman
5747,David M. Rosenthal
5748,Quentin Lee
5749,James Tinling
5750,Ademir Kenovic
5751,Tomoharu Katsumata
5752,Glenn Ficarra
5753,Rob Perez
5754,Terrence Martin
5755,Jiang Xiao
5756,Barry Primus
5757,Paul Seed
5758,Rémi Bezançon
5759,Cheryl Hines
5760,Ti West
5761,Anil Sharma
5762,Radhika Rao
5763,Özer Kiziltan
5764,Jonas Barnes
5765,Chris Chan Lee
5766,James Dodson
5767,Rick Jacobson
5768,Tatia Rosenthal
5769,Tomm Moore
5770,Lee Toland Krieger
5771,Adam Salky
5772,Anees Bazmee
5773,Jaffar Mahmood
5774,Gary Yates
5775,Patrick Alessandrin
5776,David Betances
5777,Anastasia Lapsui
5778,Andy Bichlbaum
5779,Lixin Fan
5780,Aleksandr Seryj
5781,Franck Vestiel
5782,Srdan Golubovic
5783,Billy O'Brien
5784,Luis Piedrahita
5785,Philippe Aractingi
5786,Tommy Wiseau
5787,Jeff Lew
5788,Mikko Niskanen
5789,Leif Erlsboe
5790,Stéphane Aubier
5791,Malcolm Venville
5792,Scandar Copti
5793,Jim Field Smith
5794,Daniel Barber
5795,Kerry Anne Mullaney
5796,Gina Kim
5797,Hae-sung Song
5798,Shirley Clarke
5799,Hannu Leminen
5800,Kevin Hamedani
5801,Tetsurô Amino
5802,Teuvo Tulio
5803,Chris Shadley
5804,Havana Marking
5805,Joel Bergvall
5806,David A. Prior
5807,Paolo Cavara
5808,Chester Erskine
5809,John Lemont
5810,William Klein
5811,Philipp Stölzl
5812,Miguel Sapochnik
5813,Anthony Quinn
5814,Mark Region
5815,Matthew Crouch
5816,Tom Donahue
5817,Kabir Khan
5818,Kevin Heffernan
5819,Dan Mintz
5820,Javor Gardev
5821,Phil Roman
5822,Joon-ik Lee
5823,Adam Jay Epstein
5824,Pablo Proenza
5825,Sam Jaimes
5826,John Hyams
5827,Shaad Ali
5828,Nia Vardalos
5829,Teuvo Puro
5830,Astra Taylor
5831,Minoru Ôhara
5832,Hippolyte Girardot
5833,Paul Harather
5834,Lee Bennett Sobel
5835,François Bouvier
5836,Gabriel Cowan
5837,Juraj Herz
5838,Peter Stebbings
5839,Linas Phillips
5840,Shashilal K. Nair
5841,Krishna Vamshi
5842,Ulrik Imtiaz Rolfsen
5843,Aziz Mirza
5844,Saul Blinkoff
5845,Michael Armstrong
5846,Agnieszka Wojtowicz-Vosloo
5847,Gregory Mackenzie
5848,Daryl Wein
5849,Mark Goffman
5850,Johan Renck
5851,Yôhei Fukuda
5852,Jake Goldberger
5853,Omar Majeed
5854,Joonas Berghäll
5855,Javier Fesser
5856,Kevin Booth
5857,Joey Stewart
5858,Michael Lander
5859,Mack Sennett
5860,Floria Sigismondi
5861,Catalin Mitulescu
5862,Lionel Delplanque
5863,Te-Sheng Wei
5864,Veikko Aaltonen
5865,Ian Poitier
5866,Gabriel Bologna
5867,Dilip Mehta
5868,Aaron Aites
5869,Don Hahn
5870,José Quintero
5871,Michael Eaton
5872,Adrian Pennick
5873,Anthony Fabian
5874,K.S. Adiyaman
5875,Lance Comfort
5876,Brett Harvey
5877,Luca Guadagnino
5878,Stephen Cragg
5879,Steve Jacobs
5880,Gerald Peary
5881,Beth Schacter
5882,Howard E. Baker
5883,Yorgos Lanthimos
5884,William Wesley
5885,Walerian Borowczyk
5886,R.D. Robb
5887,Martin Kjellberg
5888,Jonathan Mossek
5889,Wes Llewellyn
5890,Fredrik Gertten
5891,Mike Million
5892,Julie Anne Robinson
5893,Paul Nicholas
5894,Tom Six
5895,Tso-chi Chang
5896,Banksy
5897,Yasuharu Hasebe
5898,Samuel Maoz
5899,John Harlow
5900,Joonas Neuvonen
5901,Jorma Taccone
5902,Philippe Haïm
5903,Radivoje Andric
5904,Collin Camino
5905,Erin Berry
5906,Vin Diesel
5907,John Maringouin
5908,Alberto Cardone
5909,Sam Newfield
5910,Ivan Engler
5911,Samuel Bayer
5912,Christopher Morris
5913,Christian Molina
5914,Dan Merchant
5915,Yosuke Fujita
5916,Janus Metz Pedersen
5917,J Blakeson
5918,Keita Amemiya
5919,Saara Cantell
5920,Ray Ashley
5921,Gareth Evans
5922,Mads Brügger
5923,Donato Rotunno
5924,Paresh Mokashi
5925,Eric Bana
5926,Morgan Dews
5927,Jean-Stéphane Sauvaire
5928,Gael García Bernal
5929,Ha Yoo
5930,João Pedro Rodrigues
5931,Lenka Hellstedt
5932,Reha Erdem
5933,Frank O'Connor
5934,Anthony DiBlasi
5935,Bret Wood
5936,Derek Cianfrance
5937,Stephanie Rothman
5938,Zane Vella
5939,William H. Pine
5940,Justin Steele
5941,Rodrigo Cortés
5942,Gideon Koppel
5943,Jesper Ganslandt
5944,Suzie Templeton
5945,Nick Cohen
5946,Michael Staininger
5947,Faiza Ahmad Khan
5948,José Mojica Marins
5949,Dominic Brigstocke
5950,Bruce Leddy
5951,Nandita Das
5952,Basu Chatterjee
5953,John Krasinski
5954,Severin Eskeland
5955,Greg Franklin
5956,Michael Landon
5957,Markus Goller
5958,Alan Poul
5959,Hanno Höfer
5960,Yannis Smaragdis
5961,Noel Clarke
5962,Jon Harris
5963,Craig Moss
5964,Anna Melikyan
5965,Chris Bowman
5966,Joshua Goldin
5967,Stuart Hazeldine
5968,Kôji Wakamatsu
5969,Sarunas Bartas
5970,Oliver Irving
5971,Ken Ghosh
5972,Anthony Byrne
5973,Brad J. Silverman
5974,Barbara Schroeder
5975,Robert Saitzyk
5976,Umesh Shukla
5977,Stuart Burge
5978,Lee Unkrich
5979,Mario Piluso
5980,Sujoy Ghosh
5981,Gerardo Naranjo
5982,Timo Koivusalo
5983,Michael Meredith
5984,Rick Sebak
5985,Fernando Colomo
5986,Alexandre Franchi
5987,Aurelio Grimaldi
5988,Amy Redford
5989,Jac Schaeffer
5990,Christine Edzard
5991,Duane Crichton
5992,Michael Stephenson
5993,Jessica Oreck
5994,Wendy Jo Carlton
5995,Ellen Kuras
5996,Marie-Monique Robin
5997,Sidney Sheldon
5998,Mahesh Nair
5999,Aaron Woodley
6000,Robert Salis
6001,Marina Abramovic
6002,Raymond Saint-Jean
6003,Aleksandar Petrovic
6004,Corbin Bernsen
6005,Mick De Montignie
6006,Erick Peyton
6007,Valentin Vaala
6008,Andrés Luque
6009,Manuel Huerga
6010,Edith Becker
6011,Tom Cairns
6012,Michael Lange
6013,Christopher P. Garetano
6014,Mark Cowen
6015,Reginald Harkema
6016,Bruce Goodison
6017,Pierre Coffin
6018,Tristan Loraine
6019,David Gleeson
6020,Jeffery Scott Lando
6021,Sakichi Satô
6022,Derek Sieg
6023,Shana Feste
6024,Rituparno Ghosh
6025,Russell Rouse
6026,Kirk Fraser
6027,Julio DePietro
6028,Gregory Read
6029,Bill Douglas
6030,Ma Wu
6031,Gerardo de Leon
6032,Eddie Romero
6033,Srdjan Spasojevic
6034,Ursula Meier
6035,Lisa Barros D'Sa
6036,Brandon Vietti
6037,Albert Austin
6038,Eino Ruutsalo
6039,Larry Semon
6040,Zoltán Huszárik
6041,Ben Steinbauer
6042,Monta Bell
6043,Sam Gorski
6044,Jack Gulick
6045,Danny Clinch
6046,Steven Bognar
6047,Nick Moran
6048,Evan Richards
6049,Reed Cowan
6050,Susanna White
6051,Gianni Di Gregorio
6052,Thanasis Papathanasiou
6053,Stefan Faldbakken
6054,Rune Denstad Langlo
6055,Manmohan Desai
6056,Alain Robbe-Grillet
6057,Darko Lungulov
6058,Kôji Shiraishi
6059,Charles Adelman
6060,Eran Creevy
6061,Edgar Navarro
6062,Karsten Wedel
6063,Jerry A. Vasilatos
6064,Risto Jarva
6065,Fouad Mikati
6066,Ilksen Basarir
6067,Tom Toelle
6068,Alex Chandon
6069,Claude Binyon
6070,Jeff Zimbalist
6071,Kieran Mulroney
6072,Ragnar Bragason
6073,Seppo Huunonen
6074,David Michôd
6075,Bradley Rust Gray
6076,Kimberly Reed
6077,Hilari Scarl
6078,Pete McCormack
6079,Paul Schneider
6080,Prakash Jha
6081,Krishna Rao
6082,Xavier Dolan
6083,Thomas Balmès
6084,Paul Oremland
6085,Shyam Benegal
6086,Antony Thomas
6087,Il-gon Song
6088,Jonathan Glatzer
6089,Paul Scheuring
6090,David Nerlich
6091,Frank Urson
6092,Ute Wieland
6093,Aaron Schneider
6094,Nancy Bardawil
6095,Pou-Soi Cheang
6096,Steven Jacobson
6097,Pablo Larraín
6098,Henrik Ruben Genz
6099,Conor McPherson
6100,Derrick Borte
6101,Jugal Hansraj
6102,Tze Chun
6103,Joann Sfar
6104,Eric Norris
6105,Tristan Aurouet
6106,Ryan Page
6107,Bohdan Sláma
6108,Daisuke Nishio
6109,Daniel Stamm
6110,Jerzy Kawalerowicz
6111,Dorothy Arzner
6112,Grigori Kozintsev
6113,Milton Gray
6114,Carl Urbano
6115,Yannick Dahan
6116,Henrik Hellström
6117,Piotr Szulkin
6118,Bassam Kurdali
6119,Nicolas Alberny
6120,Josh Fox
6121,Eric Bricker
6122,Philippe Diaz
6123,Ethan Maniquis
6124,Lee Sholem
6125,Nicole Opper
6126,Ryan Barton-Grimley
6127,Karin Albou
6128,Ceri Levy
6129,Shane Thueson
6130,Russell Thomas
6131,Mårten Klingberg
6132,Damani Baker
6133,Simon Verhoeven
6134,David de Vos
6135,Geir Hansteen Jorgensen
6136,Ki-young Kim
6137,Bertrand Bonello
6138,Colin Eggleston
6139,Matt McCormick
6140,Kyle Rankin
6141,Anthony Fankhauser
6142,George VanBuskirk
6143,Sam Bozzo
6144,Casey Affleck
6145,David Stenn
6146,Ella Lemhagen
6147,Toni Myers
6148,Brad Peyton
6149,Yoshiyuki Kuroda
6150,Pierre Schoendoerffer
6151,Noah Buschel
6152,Doze Niu
6153,Gaylen Ross
6154,Gloria La Morte
6155,Ahmed Ahmed
6156,Christopher Payne
6157,Oscar Apfel
6158,Radu Muntean
6159,Anders Grönros
6160,Wim Bien
6161,Nick Grinde
6162,Matthew Aeberhard
6163,Hue Rhodes
6164,Anton Jarvis
6165,Satish Kaushik
6166,Richard Levine
6167,Giovanni Rodriguez
6168,Ben Wagner
6169,Frank De Felitta
6170,Brandon Beckner
6171,Daryn Tufts
6172,Colin Levy
6173,Sacha Goedegebure
6174,Joel Anderson
6175,Valérie Minetto
6176,Henry Joost
6177,Darren Doane
6178,Steven Hentges
6179,Hal Roach Jr.
6180,Catherine Corsini
6181,Gareth Edwards
6182,Lyman Dayton
6183,Will Meugniot
6184,Burt Balaban
6185,Abe Sylvia
6186,Rachel Perkins
6187,Jerry Hopper
6188,Bob Byington
6189,Pepe Danquart
6190,Mark Tonderai
6191,Mona Achache
6192,Veiko Õunpuu
6193,William Olsson
6194,Marko Nabersnik
6195,Rene Daalder
6196,Diego Luna
6197,Sean Astin
6198,Emily Abt
6199,Witold Leszczynski
6200,Zoya Akhtar
6201,Peter Hanson
6202,Daniel Snyder
6203,Keith Melton
6204,Martin Perreault
6205,Miguel M. Delgado
6206,Julia Bacha
6207,Anusha Rizvi
6208,Tomasz Zygadlo
6209,Robert Gist
6210,Quentin Dupieux
6211,Daniel Grou
6212,Måns Mårlind
6213,Allen Wolf
6214,Toshio Hirata
6215,Mike Meiners
6216,Tim Hetherington
6217,Dean Francis
6218,Yibai Zhang
6219,Ben Ketai
6220,Hyeong-Joon Kim
6221,Neil Gaiman
6222,Johnny Kevorkian
6223,Peter Orton
6224,John Golden
6225,Jacques Poitrenaud
6226,Félix Viscarret
6227,Matt Tauber
6228,Haim Tabakman
6229,Steven Dieveney
6230,Sean McConville
6231,Jo Baier
6232,Sticky Fingaz
6233,Mark Henderson
6234,Angelina Maccarone
6235,Krzysztof Lang
6236,Erik Balling
6237,Santiago Bou Grasso
6238,Dev Benegal
6239,A.J. Kparr
6240,Pascal Chaumeil
6241,Thomas Clay
6242,Kamen Kalev
6243,Zola Maseko
6244,Elle Flanders
6245,José Luis López-Linares
6246,Tobias Lindholm
6247,Lauro Chartrand
6248,Stephen Shimek
6249,Miika Ullakko
6250,Gail Dolgin
6251,Bahman Farmanara
6252,Jonathan Glendening
6253,Gerald Mayer
6254,Nils Malmros
6255,Gilles Bourdos
6256,Tom McGrath
6257,Emily Atef
6258,Jack Kinney
6259,Michel Orion Scott
6260,Philip Seymour Hoffman
6261,Raj Kapoor
6262,Magnus Martens
6263,Angela Bettis
6264,James Benning
6265,Jessica Hausner
6266,Aleksey Popogrebskiy
6267,Alexander Gentelev
6268,Dimitri Kirsanoff
6269,René Manzor
6270,Henrique Couto
6271,Lothar Mendes
6272,Dror Zahavi
6273,Eugenio Mira
6274,Doru Nastase
6275,Peter Strickland
6276,Nathan Greno
6277,Mark Adam
6278,Philip John
6279,Charles-Olivier Michaud
6280,Gabrielle Savage Dockterman
6281,Galt Niederhoffer
6282,Michel Deville
6283,Ghislain Cloquet
6284,Michael Dudok de Wit
6285,Ian McCrudden
6286,Tim Allen
6287,Bui Thac Chuyên
6288,Andrew Traucki
6289,Adam Vardy
6290,Sean Byrne
6291,Pasquale Festa Campanile
6292,Arnaud Larrieu
6293,Ralf Huettner
6294,William Monahan
6295,Vijay Lalwani
6296,Peter Callahan
6297,Michael Palmieri
6298,Borys Lankosz
6299,Dror Soref
6300,Paul King
6301,Milind Ukey
6302,Jerami Cruise
6303,Lena Dunham
6304,Rob Stefaniuk
6305,Jalmari Helander
6306,Charles Francis Kinnane
6307,David Lebrun
6308,Manuel Poirier
6309,Michael Glawogger
6310,Ossie Davis
6311,Zeki Demirkubuz
6312,Mia Hansen-Løve
6313,Semih Kaplanoglu
6314,Auraeus Solito
6315,Jacques-Yves Cousteau
6316,Konrad Wolf
6317,Dana Heinz Perry
6318,Esteban Ramírez
6319,Marvin Kren
6320,Fredric Hobbs
6321,Tanya Hamilton
6322,Richard Oswald
6323,Julia Solomonoff
6324,Gini Reticker
6325,Åke Lindman
6326,Stuart Beattie
6327,Daina Reid
6328,Shivajee Chandrabhushan
6329,Joseph Kosinski
6330,Raúl de la Fuente
6331,Richard J. Lewis
6332,John Wells
6333,Leigh Jason
6334,J. Walter Ruben
6335,Jody Dwyer
6336,Ari Gold
6337,Richard Temtchine
6338,Alexandru Solomon
6339,Tracey Hecht
6340,Martin Curland
6341,Alexis Dos Santos
6342,John Paizs
6343,Aldo Lado
6344,Alberto Rodríguez
6345,Peter Manoogian
6346,Valerio Zurlini
6347,Oliver Rihs
6348,Laurent Preyale
6349,Krzysztof Zanussi
6350,Ding Sheng
6351,Greta Gerwig
6352,Dominik Graf
6353,Frank L. Anderson
6354,Tony Ayres
6355,Madeleine Sackler
6356,Ilisa Barbash
6357,Giancarlo Tallarico
6358,Abbas Alibhai Burmawalla
6359,Ravi Chopra
6360,Mikkel Nørgaard
6361,Joseph Guzman
6362,Judith Ehrlich
6363,David Dhawan
6364,Abhishek Sharma
6365,Zach LeBeau
6366,Babbar Subhash
6367,Kyle Schickner
6368,Marcos Efron
6369,Steve Antin
6370,Casper Andreas
6371,Ola Solum
6372,Hiromasa Yonebayashi
6373,Eli Craig
6374,David Bond
6375,Eun-jin Pang
6376,Ik-joon Yang
6377,Giulio Questi
6378,Leslie Iwerks
6379,Israel Cárdenas
6380,Jacek Filipiak
6381,Maneesh Sharma
6382,Dan Berger
6383,Carlo Lizzani
6384,Theo Papadoulakis
6385,Margaret Brown
6386,Wayne Orr
6387,Massy Tadjedin
6388,Felix Moeller
6389,Guy Caron
6390,Dominic Champagne
6391,John Scheinfeld
6392,Sooraj R. Barjatya
6393,Luigi Comencini
6394,Sngmoo Lee
6395,Bette Gordon
6396,Denis Héroux
6397,A.R. Murugadoss
6398,Aleksandr Buravskiy
6399,Aleksandr Kott
6400,Kutlug Ataman
6401,József Gémes
6402,Sylvie Verheyde
6403,Roberto Gavaldón
6404,Sandrine Veysset
6405,Yoshishige Yoshida
6406,Miguel Cohan
6407,Hélène Cattet
6408,Andrew Bellware
6409,Diego Kaplan
6410,Sven Taddicken
6411,Gianni Zanasi
6412,Arthur Dreifuss
6413,Juan Carlos Valdivia
6414,Kevin Altieri
6415,Pierre Thoretton
6416,Christopher Doyle
6417,Fred Cavayé
6418,Jordan Scott
6419,Yael Hersonski
6420,Teddy Newton
6421,Jigar Talati
6422,Alan C. Blomquist
6423,Jeff Malmberg
6424,Kenneth Anger
6425,Aleksey Uchitel
6426,Sol Tryon
6427,Anupam Kher
6428,Charles Martin
6429,James Franco
6430,Maximilian Erlenwein
6431,Joao G. Amorim
6432,Achim Bornhak
6433,Lance Daly
6434,Rithy Panh
6435,Arch Oboler
6436,Robert Barry Ptolemy
6437,Simon Cellan Jones
6438,Éric Besnard
6439,Leo Birinsky
6440,Veit Harlan
6441,Richard Danto
6442,Stéphane Brizé
6443,Andrea Molaioli
6444,Andreas Öhman
6445,Emmett Malloy
6446,Vipul Amrutlal Shah
6447,Deon Taylor
6448,Tim Kirkby
6449,Sam O'Steen
6450,Vernon P. Becker
6451,Peyton Wilson
6452,Norman Krasna
6453,Daming Chen
6454,Hank Whetstone
6455,Duncan Ward
6456,Sam Liu
6457,Pascal Jongen
6458,Mitsuo Yanagimachi
6459,Martín Rejtman
6460,Linda Goldstein Knowlton
6461,Hugo Fregonese
6462,Jean-Paul Salomé
6463,Ryan Stevens Harris
6464,Cécile Telerman
6465,Jari Kokko
6466,Angel Gracia
6467,Nikos Koundouros
6468,Andrew van den Houten
6469,Alister Grierson
6470,Jason Stutter
6471,Brian Skeet
6472,Hae-jun Lee
6473,Pedro Lazaga
6474,Stewart Hopewell
6475,Andrew Paquin
6476,Michel Levesque
6477,Crispin Glover
6478,Peter Newbrook
6479,Stuart Samuels
6480,Sherry Hormann
6481,Satoshi Miki
6482,Rudolf van den Berg
6483,Jeroen Berkvens
6484,Zero Chou
6485,Dae-seung Kim
6486,Josh Appignanesi
6487,Helmut Weiss
6488,George Nolfi
6489,Andy De Emmony
6490,Rax Rinnekangas
6491,Mohammed Lakhdar-Hamina
6492,Henri Colpi
6493,Robert Abel
6494,Roberto Hernández
6495,Josh Radnor
6496,Anselmo Duarte
6497,Barbara Brancaccio
6498,Jerry LaMothe
6499,Julien Nitzberg
6500,Karl Geurs
6501,Jôji Iida
6502,David Presley
6503,David Earnhardt
6504,Chung Man Yee
6505,Jesse Warren
6506,Dmitriy Kiselev
6507,Kevin Asch
6508,Barry Jenkins
6509,Kunio Kato
6510,Andy Sidaris
6511,Henry Saine
6512,Dan Gildark
6513,Megumi Sasaki
6514,Anthony Geffen
6515,Chaz Thorne
6516,André Øvredal
6517,Razvan Georgescu
6518,Stefan Constantinescu
6519,Steven Lawrence
6520,David Winkler
6521,Matthew Porterfield
6522,Scott Teems
6523,Brigitte Berman
6524,Peter Andrikidis
6525,Ralf Westhoff
6526,Sebastián Borensztein
6527,Luiso Berdejo
6528,Rick Reinert
6529,Lewin Webb
6530,Michael Hofmann
6531,Janne Kuusi
6532,John Suits
6533,Jackie Bastide
6534,Timothy Bond
6535,Matt Sadowski
6536,Angus MacLane
6537,Eduard Cortés
6538,Jeremy Sims
6539,Adam Kane
6540,Peter Shin
6541,Dumitru Budrala
6542,Jason Eisener
6543,Måns Herngren
6544,Cliff Bogart
6545,Chuck Patton
6546,Mike Davis
6547,Johnny Martin
6548,Benoit Pilon
6549,Ertem Egilmez
6550,Kornél Mundruczó
6551,Kirill Serebrennikov
6552,Robert Thalheim
6553,Gustav Deutsch
6554,Celina Murga
6555,Atif Yilmaz
6556,Clio Barnard
6557,Michael Rowe
6558,Mathieu Amalric
6559,Andrea Dorfman
6560,Arnold Fanck
6561,Allan King
6562,Steffen Haars
6563,Júlíus Kemp
6564,Daniel Espinosa
6565,Adriana Maggs
6566,Pernilla August
6567,Michael Madsen
6568,Greg Ford
6569,Matt Harlock
6570,Jason Winer
6571,Drake Doremus
6572,Paul Johansson
6573,Steven J. Santos
6574,Ryan Shiraki
6575,Luca Miniero
6576,Antti Jokinen
6577,Michael Pavone
6578,Shirin Neshat
6579,Mahmut Fazil Coskun
6580,Andrej Kosak
6581,Ryan Schifrin
6582,Gonzalo Arijon
6583,Sergiu Nicolaescu
6584,Irena Salina
6585,Michael Mayhew
6586,Martin Gypkens
6587,Paul Wegener
6588,Dominic Murphy
6589,Pedro González-Rubio
6590,Nana Neul
6591,Fernanda Cardoso
6592,Steven Kastrissios
6593,Cosima Dannoritzer
6594,Michel Leclerc
6595,Simon Staho
6596,Paul Fierlinger
6597,Raul Inglis
6598,Vladimir Khotinenko
6599,Dudley Murphy
6600,Franco Rosso
6601,Chris Moore
6602,Ernesto Cabellos
6603,Harry Kümel
6604,Vincent Monnikendam
6605,Meghan Eckman
6606,Jorge Michel Grau
6607,Benjamin Heisenberg
6608,Sasa Gedeon
6609,Amat Escalante
6610,Athina Rachel Tsangari
6611,Kira Muratova
6612,Yoon-ki Lee
6613,Deborah Chow
6614,Boris von Sychowski
6615,Paco Cabezas
6616,Tim Doiron
