movieID,Year,Director,Actors,Languages
63189,2008,Antti-Jussi Annila,Ville Virtanen|Tommi Eronen|Viktor Klimenko,Finnish|Russian
63194,2007,Julio Medem,Manuela Vellés|Charlotte Rampling|Bebe,Spanish|Arabic|French|English
63222,2008,Mabrouk El Mechri,Jean-Claude Van Damme|Valérie Bodson|Hervé Sogne,French|English
63226,1951,Mikio Naruse,Ken Uehara|Setsuko Hara|Yukiko Shimazaki,Japanese
63229,2006,Maja Classen,Oscar Axelrod|Jan Behrendt|Lisbeth Eckendorff,German
63237,1990,John Howley,Edward Asner|Irene Cara|Carol Channing,English
63239,1997,Robert Iscove,Brandy Norwood|Bernadette Peters|Veanne Cox,English
63271,1951,Edward Bernds,George O'Brien|Moe Howard|Shemp Howard,English
63273,2007,Michael Moore,Michael Moore|Eddie Vedder|Robert Ellis Orrall,English
63276,2007,Takashi Miike,Shun Oguri|Kyôsuke Yabe|Meisa Kuroki,Japanese
63278,2007,Moacyr Góes,Marcos Palmeira|Flávia Alessandra|Lívia Falcão,Portuguese
63280,1926,Henry King,Ronald Colman|Vilma Bánky|Gary Cooper,English|Spanish
63283,1935,John Ford,Edward G. Robinson|Jean Arthur|Arthur Hohl,English
63310,1965,Franklin J. Schaffner,Charlton Heston|Richard Boone|Rosemary Forsyth,English
63312,2008,Marco Kreuzpaintner,David Kross|Christian Redl|Daniel Brühl,German
63327,2006,Daniel Fridell,Haddy Jallow|Diza Dahlström Franzén|Celestine Davidsson,Swedish|Finnish
63329,2007,Juha Wuolijoki,Hannu-Pekka Björkman|Otto Gustavsson|Jonas Rinne,Finnish
63332,2008,Su-chang Kong,Ho-jin Chun|Hyun-jae Cho|Kyoo-Hwan Choi,Korean
63339,2002,Daniel Burman,Alfredo Casero|Ingrid Rubio|Emilio Disi,Spanish
63391,1969,Hideo Gosha,Tatsuya Nakadai|Tetsurô Tanba|Yôko Tsukasa,Japanese
63393,2008,Matthew Diamond,Demi Lovato|Joe Jonas|Meaghan Martin,English
63433,,,Raelee Hill|Melissa Jaffer|Paul Goddard,English
63436,2008,David Hackl,Scott Patterson|Costas Mandylor|Tobin Bell,English
63446,2008,Arnaud Desplechin,Catherine Deneuve|Jean-Paul Roussillon|Mathieu Amalric,French
63458,1992,Rupert Harvey,Don Keith Opper|Terrence Mann|Paul Whitthorne,English
63468,1998,Eric Bross,Adrien Brody|Elise Neal|David Moscow,English
63479,2008,Sean Anders,Josh Zuckerman|Clark Duke|Amanda Crew,English
63481,2008,Malcolm D. Lee,Samuel L. Jackson|Bernie Mac|Sharon Leal,English
63483,2008,Susan Montford,Kim Basinger|Lukas Haas|Craig Sheffer,English|Spanish|Chinese
63515,2006,Pavel Lungin,Pyotr Mamonov|Viktor Sukhorukov|Dmitriy Dyuzhev,Russian|German
63540,2008,Raja Gosnell,Drew Barrymore|George Lopez|Piper Perabo,English
63544,2006,Bahman Ghobadi,Ismail Ghaffari|Allah-Morad Rashtian|Farzin Sabooni,Kurdish|Persian
63590,2007,Edward Burns,Annette Arnold|Max Baker|Selma Blair,English
63617,2008,Wayne Coyne,Steven Drozd|Wayne Coyne|Steve Burns,English
63629,1961,Joshua Logan,Leslie Caron|Maurice Chevalier|Charles Boyer,English
63645,2006,Matthias Glasner,Sabine Timoteo|André Hennicke|Manfred Zapatka,German|French
63647,1972,Kenji Misumi,Shintarô Katsu|Yukiji Asaoka|Mari Atsumi,Japanese
63662,1999,Johnnie To,Ching Wan Lau|Ruby Wong|Yiu-Cheung Lai,Cantonese
63676,1966,Hiroshi Teshigahara,Tatsuya Nakadai|Mikijirô Hira|Kyôko Kishida,Japanese
63688,1927,F. Richard Jones,Lupe Velez|Joan Barclay|Eve Southern,English
63692,1925,Donald Crisp,Mary Astor|Jack McDonald|Donald Crisp,English
63698,2008,Nuri Bilge Ceylan,Yavuz Bingol|Hatice Aslan|Ahmet Rifat Sungar,Turkish
63758,1965,Mario Monicelli,Marcello Mastroianni|Virna Lisi|Marisa Mell,Italian
63760,1951,Luchino Visconti,Anna Magnani|Walter Chiari|Tina Apicella,Italian
63768,1965,Seijun Suzuki,Hideki Takahashi|Masako Izumi|Akira Yamauchi,Japanese
63772,1951,Budd Boetticher,Robert Stack|Joy Page|Gilbert Roland,English|Spanish
63781,1995,Greg MacGillivray,Steven K. Katona|Meryl Streep|Judith Connor,English
63788,1985,Andrew V. McLaglen,Lee Marvin|Ernest Borgnine|Ken Wahl,English|French|German
63791,1987,Lee H. Katzin,Telly Savalas|Ernest Borgnine|Vince Edwards,English|German
63793,1950,John Ford,Ben Johnson|Joanne Dru|Harry Carey Jr.,English|Navajo|Spanish
63806,2004,David DeCoteau,Adrienne Barbeau|Stephen Martines|Jeremy Jackson,English
63808,2008,Laurent Cantet,François Bégaudeau|Agame Malembo-Emene|Angélica Sancio,French|Bambara|Spanish
63810,1950,John Ford,Dan Dailey|Corinne Calvet|Colleen Townsend,English|French
63826,2008,Toby Wilkins,Shea Whigham|Jill Wagner|Paulo Costanzo,English
63828,2007,Matthew Ogens,Christopher Dennis|Maxwell Allen|Jennifer Wenger,English
63836,1997,Jim Van Bebber,Marcelo Games|Marc Pitman|Leslie Orr,English
63840,2000,Lars Becker,Andreas Hoppe|Tyron Ricketts|David Scheller,German|Turkish
63853,2008,Baz Luhrmann,Nicole Kidman|Hugh Jackman|Shea Adams,English|Aboriginal|Chinese|Japanese
63859,2008,Byron Howard,John Travolta|Miley Cyrus|Susie Essman,English
63862,1943,Steve Sekely,John Carradine|Gale Storm|Robert Lowery,English
63876,2008,Gus Van Sant,Sean Penn|Josh Brolin|Emile Hirsch,English
63989,1936,Tod Browning,Lionel Barrymore|Maureen O'Sullivan|Frank Lawton,English
63992,2008,Catherine Hardwicke,Kristen Stewart|Robert Pattinson|Billy Burke,English
64010,2008,Tom Shankland,Eva Birthistle|Stephen Campbell Moore|Jeremy Sheffield,English
64030,2008,Olivier Megaton,Jason Statham|Robert Knepper|Natalya Rudakova,English|French|Ukrainian|Russian|Hungarian
64032,2008,Seth Gordon,Reese Witherspoon|Vince Vaughn|Mary Steenburgen,English
64034,2008,Mark Herman,Asa Butterfield|David Thewlis|Rupert Friend,English
64037,2008,Jennifer Chambers Lynch,Julia Ormond|Bill Pullman|Pell James,English
64099,2001,Cristi Puiu,Alexandru Papadopol|Dragos Bucur|Ioana Flora,Romanian
64114,2008,Alex Kendrick,Kirk Cameron|Erin Bethea|Ken Bevel,English
64116,2008,Anthony Leondis,John Cusack|Molly Shannon|Steve Buscemi,English
64153,2007,Adam Mason,Andrew Howard|Pollyanna Rose|Olivia Hill,English
64167,,,Tyron Leitso|Wentworth Miller|Colin Salmon,English
64197,2008,Steve McQueen,Stuart Graham|Laine Megaw|Brian Milligan,English|Irish
64229,2008,Darnell Martin,Adrien Brody|Jeffrey Wright|Beyoncé Knowles,English
64231,2008,Lexi Alexander,Ray Stevenson|Dominic West|Julie Benz,English
64234,1991,Screaming Mad George,Greg Joung Paik|Jimmie Walker|Peter Spellos,English
64236,2008,Baillie Walsh,Daniel Craig|Harry Eden|Eve,English
64241,1964,Satyajit Ray,Soumitra Chatterjee|Madhabi Mukherjee|Shailen Mukherjee,Bengali|English
64243,1960,Iosif Kheifits,Iya Savvina|Aleksey Batalov|Nina Alisova,Russian
64245,1918,Roscoe 'Fatty' Arbuckle,Roscoe 'Fatty' Arbuckle|Buster Keaton|Al St. John,English
64249,2007,Gary Trousdale,Mike Myers|Eddie Murphy|Cameron Diaz,English
64273,1958,Louis Malle,Jeanne Moreau|Alain Cuny|Jean-Marc Bory,French
64275,1932,Leni Riefenstahl,Leni Riefenstahl|Mathias Wieman|Beni Führer,German|Italian
64278,2006,Sophie Fiennes,Slavoj Zizek,English
64280,1970,Frederick Wiseman,Eugene Friedman|Stanley Friedman|Robert Schwartz,English
64283,1948,Kenji Mizoguchi,Kinuyo Tanaka|Sanae Takasugi|Tomie Tsunoda,Japanese
64285,2008,Nick Park,Peter Sallis|Sally Lindsay|Melissa Collier,English
64288,2008,David Mackay,Dean Cain|Britt McKillip|Mike Dopud,English|Spanish
64321,2006,Sebastian Schipper,Daniel Brühl|Jürgen Vogel|Sabine Timoteo,German|Spanish
64325,1947,Anatole Litvak,Henry Fonda|Barbara Bel Geddes|Vincent Price,English
64327,1971,Andrew V. McLaglen,James Stewart|George Kennedy|Anne Baxter,English
64338,1993,Emile Ardolino,Bette Midler|Peter Riegert|Cynthia Gibb,English|French
64365,1949,Richard Thorpe,Spencer Tracy|James Stewart|Valentina Cortese,English
64368,1984,Sam Firstenberg,Shô Kosugi|Lucinda Dickey|Jordan Bennett,English
64385,2007,Phil Donahue,Robert Byrd|Garett Reppenhagen|Cathy Smith,English
64408,1953,John Ford,Charles Winninger|Arleen Whelan|John Russell,English|German
64410,1938,John Ford,Loretta Young|Richard Greene|George Sanders,English|Spanish
64418,2006,Scott Galloway,Pearl Fryar,English
64424,1998,Michael Preece,Patrick Duffy|Linda Gray|Larry Hagman,English
64427,2001,Michael Rubbo,Michael Rubbo|Bill Browning|Jonathan Bate,English
64497,2008,Scott Derrickson,Keanu Reeves|Jennifer Connelly|Kathy Bates,English|Mandarin
64499,2008,Steven Soderbergh,Julia Ormond|Benicio Del Toro|Oscar Isaac,Spanish|English
64501,2008,Steven Soderbergh,Demián Bichir|Rodrigo Santoro|Benicio Del Toro,Spanish|English
64508,2008,Edward Neumeier,Casper Van Dien|Jolene Blalock|Stephen Hogan,English
64511,2008,Toa Fraser,Jeremy Northam|Sam Neill|Bryan Brown,English
64517,1938,Alexander Hall,Edward G. Robinson|Barbara O'Neil|John Beal,English
64519,1947,Elia Kazan,Dana Andrews|Jane Wyatt|Lee J. Cobb,English
64522,1956,Fielder Cook,Van Heflin|Everett Sloane|Ed Begley,English
64524,2008,Alfredo Rodriguez de Villa,John Leguizamo|Freddy Rodríguez|Debra Messing,English
64548,1944,George Waggner,Boris Karloff|Susanna Foster|Turhan Bey,English
64550,1951,Joseph Pevney,Charles Laughton|Boris Karloff|Sally Forrest,English|French
64552,2008,Yesim Ustaoglu,Tsilla Chelton|Derya Alabora|Onur Ünsal,Turkish
64575,2008,John Patrick Shanley,Meryl Streep|Philip Seymour Hoffman|Amy Adams,English
64577,2008,Jae-young Kwak,Haruka Ayase|Keisuke Koide|Risa Ai,Japanese
64611,1989,Phillip Badger,Terry O'Quinn|Kristy McNichol|Blair Parker,English
64614,2008,Clint Eastwood,Clint Eastwood|Bee Vang|Christopher Carley,English|Hmong
64620,2008,Ron Howard,Frank Langella|Michael Sheen|Kevin Bacon,English
64622,2008,Stephen Daldry,Kate Winslet|Ralph Fiennes|Bruno Ganz,English|German|Greek|Latin
64645,1968,Phil Karlson,Dean Martin|Elke Sommer|Sharon Tate,English
64650,2008,Aditya Chopra,Shah Rukh Khan|Vinay Pathak|Anushka Sharma,Hindi
64652,2008,Marc F. Adler,Freddie Prinze Jr.|Val Kilmer|Anne Bancroft,English
64658,2007,Alfred Lot,Mélanie Laurent|Éric Caravaca|Gilles Lellouche,French
64660,2006,Alex van Warmerdam,Alex van Warmerdam|Ariane Schluter|Jaap Spijkers,Dutch|English
64695,2007,Masahiro Andô,Tomoya Nagase|Yuri Chinen|Kôichi Yamadera,Japanese|Mandarin
64701,2008,Philippe Claudel,Kristin Scott Thomas|Elsa Zylberstein|Serge Hazanavicius,French|English
64704,1999,Lodewijk Crijns,Hans Teeuwen|Kim van Kooten|Dijn Blom,Dutch
64716,2008,Gabriele Muccino,Will Smith|Rosario Dawson|Woody Harrelson,English|Spanish
64747,2006,J.P. Howell,Casper Van Dien|Vincent Gale|Stefanie von Pfetten,English
64750,1988,Sandor Stern,David Hewlett|Cynthia Preston|Terry O'Quinn,English
64754,2005,Vladan Nikolic,Sergej Trifunovic|Geno Lechner|Peter Gevisser,English
64784,1932,Edward H. Griffith,Ann Harding|Leslie Howard|Myrna Loy,English
64793,1967,Yevgeni Sherstobitov,Sergei Stolyarov|Vija Artmane|Nikolai Kryukov,Russian
64839,2008,Darren Aronofsky,Mickey Rourke|Marisa Tomei|Evan Rachel Wood,English
64845,2008,Mick Jackson,Emily Watson|Dermot Mulroney|Hugh Thompson,English
64895,1933,Roy Del Ruth,Edward G. Robinson|Mary Astor|Helen Vinson,English|French
64897,1927,William Nigh,Lon Chaney|Louise Dresser|Renée Adorée,English|Mandarin
64900,1990,Siu-Tung Ching,Leslie Cheung|Joey Wang|Michelle Reis,Cantonese|Mandarin
64903,1943,Frank Capra,Eduard Benes|Neville Chamberlain|Clementine Churchill,English
64906,1943,Frank Capra,Douglas Bader|Arno Breker|Winston Churchill,English
64918,2003,Pascal Bonitzer,Daniel Auteuil|Kristin Scott Thomas|Pascale Bussières,French
64921,1942,John Rawlins,Jon Hall|Maria Montez|Sabu,English
64923,1926,Tod Browning,Lon Chaney|Owen Moore|Renée Adorée,English
64926,1943,Frank Capra,Anthony Veiller|Ion Antonescu|Nikolay Cherkasov,English
64930,1943,George Stevens,Jean Arthur|Joel McCrea|Charles Coburn,English
64942,2006,Quan'an Wang,Nan Yu|Ba'toer|Sen'ge,Mandarin
64944,1959,Paul Wendkos,Fred MacMurray|Lin McCarthy|Dorothy Green,English
64953,1988,Lee H. Katzin,Telly Savalas|Ernest Borgnine|Hunt Block,German|Serbo-Croatian|English
64957,2008,David Fincher,Brad Pitt|Cate Blanchett|Tilda Swinton,English|Russian|French
64959,1943,Frank Capra,General Bergeret|Karl Brandt|Winston Churchill,English
64969,2008,Peyton Reed,Jim Carrey|Zooey Deschanel|Bradley Cooper,English|Korean|Estonian
64976,1993,Alan Spencer,Arye Gross|Claudia Christian|Adrienne Shelly,English
64979,2007,Jacques Sarasin,Wendo Kolosoy|Mbinga Kabata|Antoine Moundanda,Lingala
64983,2008,Bryan Singer,Tom Cruise|Bill Nighy|Carice van Houten,English|German
64986,2008,Craig Lucas,Matthew Perry|Ben Foster|Ginnifer Goodwin,English
64990,2007,Jim Brown,Joan Baez|Johnny Cash|Bill Clinton,English
64993,2007,Makoto Shinkai,Kenji Mizuhashi|Yoshimi Kondou|Satomi Hanamura,Japanese|Japanese|English
64997,2005,David Michael Latt,C. Thomas Howell|Rhett Giles|Andrew Lauer,English
64999,2008,C. Thomas Howell,C. Thomas Howell|Christopher Reid|Kim Little,English
65001,2007,Oren Jacoby,Liev Schreiber|Philip Bosco|Natasha Richardson,English
65006,2008,Charles T. Kanganis,Angus Macfadyen|Willa Ford|Robert Moloney,English
65011,2002,Zdravko Sotra,Vojin Cetkovic|Katarina Radivojevic|Dragan Nikolic,Serbian|Czech
65025,1951,Irving Cummings,Jane Russell|Groucho Marx|Frank Sinatra,English
65027,1932,Edwin L. Marin,Bela Lugosi|David Manners|Adrienne Ames,English
65033,2007,Arne Johnson,,English
65037,2007,Nic Balthazar,Marijke Pinoy|Greg Timmermans|Cesar De Sutter,Flemish|Dutch
65045,2008,Ben Rock,Carlos Bernard|Mathew St. Patrick|Rockmond Dunbar,English
65051,2007,Tod Harrison Williams,Seann William Scott|Gretchen Mol|Deirdre O'Connell,English
65063,2008,Jens Jonsson,Jerry Johansson|Hampus Johansson|Georgi Staykov,Swedish
65078,1980,James Ivory,Anne Baxter|Robert Powell|Michael Wager,English
65088,2008,Adam Shankman,Adam Sandler|Keri Russell|Courteney Cox,English
65091,1934,W.S. Van Dyke,Clark Gable|William Powell|Myrna Loy,English
65111,2003,Sean McGinly,Adam Scott|Karl Wiedergott|Mark Phinney,English
65126,2008,Clark Gregg,Sam Rockwell|Anjelica Huston|Kelly Macdonald,English
65130,2008,Sam Mendes,Leonardo DiCaprio|Kate Winslet|Christopher Fitzgerald,English
65133,1999,Paul Weiland,Rowan Atkinson|Tony Robinson|Stephen Fry,English
65135,1988,Richard Boden,Rowan Atkinson|Tony Robinson|Miranda Richardson,English
65142,2008,Erik Van Looy,Koen De Bouw|Filip Peeters|Matthias Schoenaerts,Flemish|Dutch
65155,2008,S.R. Bindler,Matthew McConaughey|Woody Harrelson|Willie Nelson,English
65181,2007,Randall Miller,Alan Rickman|Bryan Greenberg|Shawn Hatosy,English
65188,2008,Kurt Kuenne,Kurt Kuenne|Andrew Bagby|David Bagby,English
65193,2008,Nick Moore,Emma Roberts|Aidan Quinn|Natasha Richardson,English
65204,1932,William Cameron Menzies,Edmund Lowe|Irene Ware|Bela Lugosi,English
65216,2008,Edward Zwick,Daniel Craig|Liev Schreiber|Jamie Bell,English|German|Russian
65225,2008,Peter Joseph,Jacque Fresco|Roxanne Meadows|John Perkins,English
65227,1922,Fred C. Newmeyer,Harold Lloyd|Mildred Davis|John T. Prince,English
65230,2008,David Frankel,Owen Wilson|Jennifer Aniston|Eric Dane,English
65235,2007,Eric Guirado,Nicolas Cazalé|Clotilde Hesme|Daniel Duval,French
65238,1946,Jack Bernhard,Jean Gillie|Edward Norris|Robert Armstrong,English
65243,2008,Jukka-Pekka Siili,Petteri Summanen|Jenni Banerjee|Irina Björklund,Finnish
65256,2006,Robert Harmon,Tom Selleck|Saul Rubinek|Viola Davis,English
65259,2008,Ruben Östlund,Villmar Björkman|Linnea Cart-Lamy|Leif Edlund Johansson,Swedish|English
65261,2008,Hayao Miyazaki,Cate Blanchett|Matt Damon|Liam Neeson,Japanese
65263,1920,Hal Roach,Harold Lloyd|Mildred Davis|Roy Brooks,English
65267,1921,Fred C. Newmeyer,Harold Lloyd|Mildred Davis|Anna Mae Bilson,English
65277,1969,Burt Kennedy,Robert Mitchum|George Kennedy|Martin Balsam,English
65288,1965,Claude Chabrol,Jean-Pierre Andréani|Stéphane Audran|Nadine Ballot,French
65290,2006,Nick Bicanic,Alan Bell|Phil Lancaster|Madelaine Drohan,English
65293,1936,William Dieterle,Bette Davis|Warren William|Alison Skipworth,English
65300,2007,Jon Knautz,Robert Englund|Trevor Matthews|Daniel Kash,English
65304,2007,Laurent de Bartillat,Sylvie Testud|Jean-Pierre Marielle|James Thierrée,French
65310,2006,Lloyd Kaufman,Jason Yachanin|Kate Graham|Allyson Sereboff,English
65315,2003,Jukka-Pekka Siili,Jussi Nikkilä|Reino Nordin|Jarkko Niemi,Finnish
65350,1936,Lewis Milestone,Gary Cooper|Madeleine Carroll|Akim Tamiroff,English
65352,1959,David Lowell Rich,Moe Howard|Larry Fine|Joe DeRita,English
65357,2005,Andrucha Waddington,Fernanda Montenegro|Fernanda Torres|Ruy Guerra,Portuguese
65359,,,Sebastian Roché|Chris Gauthier|Jennifer Calvert,English
65370,1976,Bill Berry,Roy Jefferson|Le Tari|Haskell V. Anderson III,English
65381,1955,Richard Wilson,Robert Mitchum|Jan Sterling|Karen Sharpe,English
65387,2006,David Ostry,Tim Daly|Hayden Panettiere|William Sadler,English
65400,1990,Cedric Sundstrom,Michael Dudikoff|David Bradley|James Booth,English
65418,2008,Kelly Reichardt,Michelle Williams|Lucy|David Koppell,English
65435,2008,Matthew O'Callaghan,Joel McHale|Mike Epps|Jane Krakowski,English
65465,2008,Joel Hopkins,Dustin Hoffman|Emma Thompson|Kathy Baker,English
65468,1950,Stuart Heisler,Gary Cooper|Ruth Roman|Steve Cochran,English
65514,2008,Wilson Yip,Donnie Yen|Simon Yam|Siu-Wong Fan,Cantonese|Mandarin|Japanese
65518,1984,David Allen,Jeffrey Byron|Richard Moll|Leslie Wing,English
65521,1989,Neal Sundstrom,Phil Davis|Victoria Catlin|Elizabeth Shé,English|Hungarian
65538,2003,David Yates,Jim Broadbent|Hugh Laurie|Lyndsey Marshal,English
65552,2001,Ringo Lam,Jean-Claude Van Damme|Michael Rooker|Catherine Dent,English
65556,1952,Don Siegel,Audie Murphy|Faith Domergue|Stephen McNally,English
65558,2008,Edet Belzberg,Bobby Barrios|Chris Daigle|Matthew Marks,English
65562,2005,Benito Zambrano,Alberto Yoel|Roberto San Martín|Yailene Sierra,Spanish
65564,1944,Frank Capra,Claire Chennault|Kai-Shek Chiang|Madame Chiang,English
65567,2008,Rodrigo García,Anne Hathaway|Patrick Wilson|David Morse,English
65577,2008,Sam Fell,Matthew Broderick|Emma Watson|Dustin Hoffman,English
65585,2009,Gary Winick,Kate Hudson|Anne Hathaway|Candice Bergen,English
65588,2008,Matt Vancil,Nathan Rice|Carol Roscoe|Brian Lewis,English
65596,2008,Jean-François Richet,Vincent Cassel|Cécile De France|Gérard Depardieu,French|English|Arabic|Spanish
65601,2009,Patrick Lussier,Jensen Ackles|Jaime King|Kerr Smith,English
65603,2004,Yôichi Sai,Takeshi Kitano|Hirofumi Arai|Tomoko Tabata,Korean|Japanese
65612,1986,Nicolas Roeg,Oliver Reed|Amanda Donohoe|Georgina Hale,English
65614,1957,Robert Rossen,James Mason|Joan Fontaine|Dorothy Dandridge,English
65621,2007,Ilya Chaiken,Al Thompson|Kareem Savinon|Anny Mariano,English
65629,2000,Steven de Jong,Rense Westra|Peter Tuinman|Steven de Jong,Frisian
65631,2007,Stuart Townsend,André Benjamin|Jennifer Carpenter|Isaach De Bankolé,English
65633,2008,Joshua Tickell,Joshua Tickell|Barbara Boxer|Richard Branson,English
65638,1991,Frederick Wiseman,John Denver,English
65640,1980,Frederick Wiseman,Andy Warhol,English
65642,2007,Nacho Vigalondo,Karra Elejalde|Candela Fernández|Bárbara Goenaga,Spanish
65651,2008,Pitof,Amy Acker|Tom Wisdom|John Rhys-Davies,English
65660,2007,Abdellatif Kechiche,Habib Boufares|Hafsia Herzi|Farida Benkhetache,French|Arabic|Russian
65665,2000,Campbell Scott,Campbell Scott|Blair Brown|Roscoe Lee Browne,English
65667,2007,Susan Dynner,Craig Aaronson|Colin Abrahall|Adri,English
65669,2004,Magdalena Piekorz,Michal Zebrowski|Jan Frycz|Agnieszka Grochowska,Polish
65672,2006,Jasmila Zbanic,Mirjana Karanovic|Luna Zimic Mijovic|Leon Lucev,Bosnian
65682,2009,Patrick Tatopoulos,Rhona Mitra|Michael Sheen|Bill Nighy,English
65685,2008,Iain Softley,Brendan Fraser|Andy Serkis|Eliza Bennett,English
65696,1956,Andrew V. McLaglen,James Arness|Angie Dickinson|Emile Meyer,English
65698,1948,Ray Enright,Randolph Scott|Barbara Britton|George 'Gabby' Hayes,English
65702,1945,Frank Capra,Dean Acheson|General Bergeret|A.A. Berle,English
65709,2006,Jeff Garlin,John Waters,English
65721,2008,Edvins Snore,Jon Strickland|Vladimir Bukovsky|V.I. Lenin,English
65729,2007,Jag Mundhra,Naseeruddin Shah|Greta Scacchi|Brian Cox,English|Hindi|Urdu
65731,2008,Rob Schmidt,Eliza Dushku|Cary Elwes|Timothy Hutton,English
65738,1992,Roland Mesa,Robert Carradine|Ted McGinley|Curtis Armstrong,English
65740,1994,Steve Zacharias,Robert Carradine|Curtis Armstrong|Julia Montgomery,English
65762,1930,Benjamin Stoloff,Ted Healy|Charles Winninger|Frances McCoy,English
65764,2000,Al Pacino,Al Pacino|Jerry Orbach|Susan Floyd,English
65770,2007,Robert Cary,Jeremy Glazer|Chad Allen|David Petruzzi,English
65772,2008,John Glenn,Paul Walker|Piper Perabo|Brooklynn Proulx,English
65780,1972,Joseph Sargent,James Earl Jones|Martin Balsam|Burgess Meredith,English
65796,1979,Rintaro,Masako Nozawa|Masako Ikeda|Yôko Asagami,Japanese
65802,2009,Steve Carr,Kevin James|Keir O'Donnell|Jayma Mays,English
65810,2009,George Tillman Jr.,Jamal Woolard|Anthony Mackie|Derek Luke,English
65813,2009,David S. Goyer,Odette Annable|Gary Oldman|Cam Gigandet,English|Hebrew
65817,2008,Oliver Blackburn,Sian Breckin|Nichola Burley|Jaime Winstone,English
65840,2006,Anno Saul,Til Schweiger|Alexandra Maria Lara|Christoph Maria Herbst,German
65845,2008,Darren Grant,Mary Elizabeth Winstead|Tessa Thompson|Riley Smith,English
65866,1946,Jean Negulesco,Peter Lorre|Sydney Greenstreet|Geraldine Fitzgerald,English
65868,2008,Darren Lynn Bousman,Paul Sorvino|Anthony Head|Alexa PenaVega,English
65878,2002,Anne Wheeler,Brendan Fehr|Paul Johansson|Corey Sevier,English
65882,2009,Charles Guard,Emily Browning|Arielle Kebbel|Elizabeth Banks,English
65894,2007,Blutch,Aure Atika|Guillaume Depardieu|Nicole Garcia,French
65899,1993,Jack Sholder,Helen Slater|Jonathan Silverman|Nicolas Surovy,English
65907,2005,Pekka Lehto,Reino Nordin|Julius Lavonen|Juuso Pekkinen,Finnish|Spanish
65909,2003,Calin Peter Netzer,Diana Dumbrava|Horatiu Malaele|Serban Ionescu,Romanian|English|French|Russian
65927,2009,Brian King,Danny Glover|Leelee Sobieski|Steve Zahn,English
65930,1932,Tenny Wright,John Wayne|Noah Beery|Paul Hurst,English|Spanish
65932,1968,Silvio Narizzano,Terence Stamp|Joanna Pettet|Karl Malden,English
65935,2008,J.-P. Valkeapää,Allan Bernard|Vitali Bobrov|Emilia Ikäheimo,Finnish
65939,1997,Matti Grönberg,Heikki Hela|Heikki Silvennoinen|Timo Kahilainen,Finnish|German|Swedish
65974,2007,Arto Halonen,,Finnish|Turkmen|English
65982,2008,Howard McCain,Jim Caviezel|Sophia Myles|Ron Perlman,English|Norse, Old|Latin
65984,1934,Leo McCarey,Mae West|Roger Pryor|Johnny Mack Brown,English
65986,1950,Rudolph Maté,Alan Ladd|Mona Freeman|Charles Bickford,English
65994,2006,Michael Feifer,Alexandra Holden|John Burke|Sid Haig,English
66006,1954,Stuart Heisler,Tony Curtis|Frank Lovejoy|Mary Murphy,English
66008,1963,Sergio Véjar,Kitty de Hoyos|Angélica María|Pilar Souza,Spanish
66015,2008,Paul Gross,Paul Gross|Caroline Dhavernas|Joe Dinicol,English|German
66019,1974,Werner Herzog,Walter Steiner|Werner Herzog,German
66025,2007,Abel Ferrara,Willem Dafoe|Bob Hoskins|Matthew Modine,English
66036,1998,Laurie Weltz,Joely Richardson|Claire Bloom|Adrienne Shelly,English
66051,1958,Delmer Daves,Alan Ladd|Ernest Borgnine|Katy Jurado,English|Spanish
66053,1954,Nunnally Johnson,Ginger Rogers|Van Heflin|Gene Tierney,English
66057,1998,Paul Shapiro,Nicollette Sheridan|John Ritter|Sonja Smits,English
66059,2000,Olli Saarela,Jorma Tommila|Tommi Eronen|Maria Järvenhelmi,Finnish
66066,2009,Toby Wilkins,Matthew Knight|Shawnee Smith|Mike Straub,English|Japanese
66068,1995,Mick Jackson,James Woods|Mercedes Ruehl|Lolita Davidovich,English
66090,2008,James Watkins,Kelly Reilly|Michael Fassbender|Tara Ellis,English
66092,1996,,Robert X. Cringely|Douglas Adams|Sam Albert,English
66097,2009,Henry Selick,Dakota Fanning|Teri Hatcher|John Hodgman,English|Russian
66105,1973,Don Sharp,George Sanders|Beryl Reid|Nicky Henson,English
66118,1964,Emile de Antonio,Roy M. Cohn|Joseph McCarthy|John L. McClellan,English
66130,2008,Prachya Pinkaew,JeeJa Yanin|Hiroshi Abe|Pongpat Wachirabunjong,Thai|Japanese|English
66140,2008,Rigoberto Castañeda,Amber Tamblyn|Aidan Gillen|Armie Hammer,English
66152,1986,Ted Nicolaou,Diane Franklin|Mary Woronov|Gerrit Graham,English
66156,2008,Rupert Wyatt,Brian Cox|Damian Lewis|Joseph Fiennes,English
66171,2009,Paul McGuigan,Camilla Belle|Dakota Fanning|Chris Evans,English|Cantonese
66198,2009,Tom Tykwer,Clive Owen|Naomi Watts|Armin Mueller-Stahl,English|Italian|French|Danish
66200,2008,James Gray,Joaquin Phoenix|Gwyneth Paltrow|Vinessa Shaw,English
66203,2009,Ken Kwapis,Jennifer Aniston|Jennifer Connelly|Morgan Lily,English
66234,2006,Baltasar Kormákur,Ingvar Eggert Sigurðsson|Ágústa Eva Erlendsdóttir|Björn Hlynur Haraldsson,Icelandic
66240,2009,Stephen Herek,Ellen Muth|Callum Blue|Sarah Wynter,English
